selection,view,channel,start_time,end_time,LowFreq,HighFreq,sound_category,sound_type,confidence,notes,name,filename
1,Spectrogram 1,1,283.7108074,292.7706129,20.7,172.3,elephant_vocalization,rumble,3,"Sari, communicate with other elephant/her child",giot,Angon1_Eloc_20210924_113629.wav
2,Spectrogram 1,1,301.4042602,309.3907787,18.5,105.4,elephant_vocalization,rumble,3,"Sari, communicate with other elephant/her child",giot,Angon1_Eloc_20210924_113629.wav
3,Spectrogram 1,1,318.6084205,323.8643703,20.9,108.7,elephant_vocalization,rumble,3,"Sari, communicate with other elephant/her child",giot,Angon1_Eloc_20210924_113629.wav
4,Spectrogram 1,1,329.5465019,336.0967097,22.3,131.8,elephant_vocalization,rumble,3,"Sari, communicate with other elephant/her child",giot,Angon1_Eloc_20210924_113629.wav
5,Spectrogram 1,1,350.4755995,353.8375134,20.7,137,elephant_vocalization,rumble,3,maybe Agustin,giot,Angon1_Eloc_20210924_113629.wav
6,Spectrogram 1,1,376.6606471,381.6640588,20.7,112,elephant_vocalization,rumble,3,maybe Agustin,giot,Angon1_Eloc_20210924_113629.wav
7,Spectrogram 1,1,635.8042293,636.4829256,83,2477.9,elephant_vocalization,trumpet,3,"Olive, ini kawanku nggak ya",Giot,Angon1_Eloc_20210924_113629.wav
8,Spectrogram 1,1,648.6994577,649.4255048,47.7,3209.6,elephant_vocalization,trumpet,3,"Olive, ini temanku nggak ya,",Giot,Angon1_Eloc_20210924_113629.wav
9,Spectrogram 1,1,661.5789024,662.3365168,73.9,7269.6,elephant_vocalization,trumpet,3,"Olive, ini temanku nggak ya",giot,Angon1_Eloc_20210924_113629.wav
10,Spectrogram 1,1,908.7190316,909.7449678,44.6,3878.3,elephant_vocalization,trumpet,3,Olive,giot,Angon1_Eloc_20210924_113629.wav
11,Spectrogram 1,1,1885.299771,1886.215221,0,3426.1,elephant_vocalization,trumpet,3,Olive,Giot,Angon1_Eloc_20210924_113629.wav
12,Spectrogram 1,1,2911.362205,2912.29344,25.5,7206.3,elephant_sound,unidentified,2,"maybe Chris, mungkin ada yang sangkut  di mulutnya atau digigit pacet",giot,Angon1_Eloc_20210924_113629.wav
1,Spectrogram 1,1,1802.617201,1804.669073,60,1691.3,elephant_vocalization,long_roar,3,"Boni, far from her mother, atau dalam bahaya",Giot,Angon1_Eloc_20210924_123629.wav
2,Spectrogram 1,1,1808.946438,1810.698421,48.4,1697.9,elephant_vocalization,roar,2,"Boni, far from her mother",Giot,Angon1_Eloc_20210924_123629.wav
3,Spectrogram 1,1,1809.861888,1818.684939,25,136,elephant_vocalization,rumble,3,"Sari, communicate with her daughter",Giot,Angon1_Eloc_20210924_123629.wav
4,Spectrogram 1,1,1829.480945,1835.052567,20.4,162.5,elephant_vocalization,rumble,3,maybe Sari,Giot,Angon1_Eloc_20210924_123629.wav
5,Spectrogram 1,1,1845.233011,1851.246575,20,156.5,elephant_vocalization,rumble,3,maybe Sari,Giot,Angon1_Eloc_20210924_123629.wav
6,Spectrogram 1,1,1854.48222,1857.30749,23.8,145.6,elephant_vocalization,rumble,3,maybe Sari,Giot,Angon1_Eloc_20210924_123629.wav
7,Spectrogram 1,1,1862.326685,1867.503717,19.6,203.7,elephant_vocalization,rumble,3,,Giot,Angon1_Eloc_20210924_123629.wav
8,Spectrogram 1,1,1867.551068,1875.064077,23.4,126.8,elephant_vocalization,rumble,3,,Giot,Angon1_Eloc_20210924_123629.wav
9,Spectrogram 1,1,1877.336921,1883.966046,21.2,161.4,elephant_vocalization,rumble,3,,Giot,Angon1_Eloc_20210924_123629.wav
10,Spectrogram 1,1,1890.595204,1897.555786,17.9,146.2,elephant_vocalization,rumble,3,,Giot,Angon1_Eloc_20210924_123629.wav
11,Spectrogram 1,1,1911.682138,1915.328157,19.6,147.8,elephant_vocalization,rumble,3,,Giot,Angon1_Eloc_20210924_123629.wav
12,Spectrogram 1,1,1915.549128,1921.499558,25.4,128.7,elephant_vocalization,rumble,3,,Giot,Angon1_Eloc_20210924_123629.wav
13,Spectrogram 1,1,1925.792706,1931.443247,19.6,143.3,elephant_vocalization,rumble,3,,Giot,Angon1_Eloc_20210924_123629.wav
14,Spectrogram 1,1,1949.847001,1954.487389,16.5,139.9,elephant_vocalization,rumble,3,,Giot,Angon1_Eloc_20210924_123629.wav
15,Spectrogram 1,1,1956.933853,1965.22026,21.1,98.4,elephant_vocalization,rumble,3,,Giot,Angon1_Eloc_20210924_123629.wav
16,Spectrogram 1,1,1968.140232,1971.249608,19.2,146.4,elephant_vocalization,rumble,3,,Giot,Angon1_Eloc_20210924_123629.wav
17,Spectrogram 1,1,1987.932908,1992.084004,19.3,133.4,elephant_vocalization,rumble,3,,Giot,Angon1_Eloc_20210924_123629.wav
18,Spectrogram 1,1,1996.266667,1999.376042,22.3,120.7,elephant_vocalization,rumble,3,,Giot,Angon1_Eloc_20210924_123629.wav
19,Spectrogram 1,1,2027.391991,2030.690771,18.8,144.9,elephant_vocalization,rumble,3,,Giot,Angon1_Eloc_20210924_123629.wav
20,Spectrogram 1,1,2031.590438,2037.114709,22.8,118.5,elephant_vocalization,rumble,3,,Giot,Angon1_Eloc_20210924_123629.wav
21,Spectrogram 1,1,2072.56475,2076.77898,22.3,144.6,elephant_vocalization,rumble,3,,Giot,Angon1_Eloc_20210924_123629.wav
22,Spectrogram 1,1,2079.193876,2083.344971,18.5,164.7,elephant_vocalization,rumble,3,,Giot,Angon1_Eloc_20210924_123629.wav
23,Spectrogram 1,1,2108.693486,2111.645026,17.9,135.9,elephant_vocalization,rumble,3,,Giot,Angon1_Eloc_20210924_123629.wav
24,Spectrogram 1,1,2113.033985,2117.153514,21.7,153.3,elephant_vocalization,rumble,3,,Giot,Angon1_Eloc_20210924_123629.wav
25,Spectrogram 1,1,2144.948492,2149.825634,20.4,149.5,elephant_vocalization,rumble,3,,Giot,Angon1_Eloc_20210924_123629.wav
26,Spectrogram 1,1,2182.56089,2187.611652,17.9,116.3,elephant_vocalization,rumble,3,,Giot,Angon1_Eloc_20210924_123629.wav
27,Spectrogram 1,1,2501.753305,2502.716106,20.368,1709.4,elephant_sound,unidentified,2,"maybe Chris, ada yang nyangkut di mulutnya atau digigit pacet atau sesuatu",Giot,Angon1_Eloc_20210924_123629.wav
28,Spectrogram 1,1,3189.509341,3195.017829,20,172.5,elephant_vocalization,rumble,3,,Giot,Angon1_Eloc_20210924_123629.wav
1,Spectrogram 1,1,827.6937269,833.801993,19.2,123,elephant_vocalization,rumble,3,,Giot,Angon1_Eloc_20210924_133629.wav
2,Spectrogram 1,1,846.0185251,850.7693987,18.4,263.6,elephant_vocalization,rumble,3,,Giot,Angon1_Eloc_20210924_133629.wav
3,Spectrogram 1,1,880.6636001,885.9037663,17.7,250.6,elephant_vocalization,rumble,3,,Giot,Angon1_Eloc_20210924_133629.wav
4,Spectrogram 1,1,987.5187971,991.8119453,19,284.8,elephant_vocalization,rumble,3,,Giot,Angon1_Eloc_20210924_133629.wav
5,Spectrogram 1,1,997.6834569,998.8514457,18.5,4136,elephant_sound,unidentified,1,"maybe Chris, ada yang mengganggu di mulutnya atau yang lain",Giot,Angon1_Eloc_20210924_133629.wav
6,Spectrogram 1,1,1211.895313,1213.145313,345.834,1700.992,elephant_vocalization,roar,3,"boni,",Giot,Angon1_Eloc_20210924_133629.wav
7,Spectrogram 1,1,1442.977899,1444.049327,55.339,1739.13,elephant_sound,unidentified,1,maybe Chris,Giot,Angon1_Eloc_20210924_133629.wav
8,Spectrogram 1,1,1451.370759,1452.676563,53.261,1743.478,elephant_sound,unidentified,1,maybe Chris,Giot,Angon1_Eloc_20210924_133629.wav
9,Spectrogram 1,1,1459.964477,1461.236799,44.565,1607.899,elephant_sound,unidentified,1,"maybe Chris, ada yang mengganggu mungkin",Giot,Angon1_Eloc_20210924_133629.wav
10,Spectrogram 1,1,1486.828316,1488.111798,43.041,1727.8,elephant_sound,unidentified,1,maybe Chris,Giot,Angon1_Eloc_20210924_133629.wav
11,Spectrogram 1,1,1653.669831,1662.308224,21.136,126.049,elephant_vocalization,rumble,1,,Giot,Angon1_Eloc_20210924_133629.wav
12,Spectrogram 1,1,1673.926527,1676.091706,19.565,153.261,elephant_vocalization,rumble,1,,Giot,Angon1_Eloc_20210924_133629.wav
13,Spectrogram 1,1,1849.226509,1851.736107,23.442,110.293,elephant_vocalization,rumble,1,,Giot,Angon1_Eloc_20210924_133629.wav
14,Spectrogram 1,1,2523.022444,2523.90414,93.478,7487.329,elephant_sound,unidentified,1,maybe Chris,Giot,Angon1_Eloc_20210924_133629.wav
15,Spectrogram 1,1,3548.178597,3551.939758,21.739,135.87,elephant_vocalization,rumble,1,,Giot,Angon1_Eloc_20210924_133629.wav
1,Spectrogram 1,1,747.7295726,748.5108226,156.5,5860.9,elephant_vocalization,roar,2,"Chris, angry",Giot,Angon1_Eloc_20210924_143630.wav
1,Spectrogram 1,1,633.0241598,635.1781776,37.7,176.8,elephant_vocalization,rumble,3,"Sari, when asked to sit",Giot,Angon1_Eloc_20210924_153630.wav
2,Spectrogram 1,1,635.3790705,636.0263919,50.7,8000,elephant_vocalization,trumpet,3,,Giot,Angon1_Eloc_20210924_153630.wav
3,Spectrogram 1,1,3235.501773,3236.260702,18.8,8000,elephant_sound,snort,3,"Sari, at the river",Giot,Angon1_Eloc_20210924_153630.wav
1,Spectrogram 1,1,629.435509,629.7273584,0,8000,elephant_vocalization,trumpet,2,maybe Olive,giot,Angon3_Eloc_20211005_103556.wav
1,Spectrogram 1,1,83.46385255,84.5844905,0,1769.6,elephant_sound,unidentified,1,not sure elephant sound or not,Giot,Angon3_Eloc_20211005_113557.wav
2,Spectrogram 1,1,2236.383011,2238.355965,0,1604.3,elephant_sound,unidentified,1,"maybe Boni, but not sure",Giot,Angon3_Eloc_20211005_113557.wav
3,Spectrogram 1,1,2351.051105,2352.203311,40.7,1516.5,elephant_vocalization,roar,2,"Boni, ketika tidak melihat ibunya/jauh dari ibunya",Giot,Angon3_Eloc_20211005_113557.wav
4,Spectrogram 1,1,2431.950117,2433.323294,35.4,915,elephant_sound,unidentified,1,not sure this from elephant/others,Giot,Angon3_Eloc_20211005_113557.wav
5,Spectrogram 1,1,3040.361828,3045.680912,22.1,154.1,elephant_vocalization,rumble,3,dont know from which elephant,Giot,Angon3_Eloc_20211005_113557.wav
1,Spectrogram 1,1,917.3763398,923.4688222,23.1,213,elephant_vocalization,rumble,3,dont know which elephant,Giot,Angon3_Eloc_20211005_123557.wav
2,Spectrogram 1,1,2589.305052,2594.450517,17.7,138,elephant_vocalization,rumble,3,dont know which elephant,Giot,Angon3_Eloc_20211005_123557.wav
3,Spectrogram 1,1,2672.279612,2675.641526,23.1,141.8,elephant_vocalization,rumble,3,dont know which elephant,Giot,Angon3_Eloc_20211005_123557.wav
4,Spectrogram 1,1,2755.648763,2761.315087,23.1,171.2,elephant_vocalization,rumble,3,dont know which elephant,Giot,Angon3_Eloc_20211005_123557.wav
5,Spectrogram 1,1,2860.483657,2866.513005,19,166.3,elephant_vocalization,rumble,3,"Agustin, communicate with her son, ffind her son",Giot,Angon3_Eloc_20211005_123557.wav
6,Spectrogram 1,1,2886.589787,2892.098275,21.1,158.3,elephant_vocalization,rumble,3,Agustin,Giot,Angon3_Eloc_20211005_123557.wav
7,Spectrogram 1,1,2928.337497,2933.056803,19.6,161.8,elephant_vocalization,rumble,3,Agustin,Giot,Angon3_Eloc_20211005_123557.wav
8,Spectrogram 1,1,2963.108841,2963.945373,18.4,4119.7,elephant_vocalization,trumpet,3,Chris,Giot,Angon3_Eloc_20211005_123557.wav
9,Spectrogram 1,1,2967.038965,2973.099881,26.6,107.6,elephant_vocalization,rumble,3,Agustin,Giot,Angon3_Eloc_20211005_123557.wav
10,Spectrogram 1,1,2975.846233,2976.57228,7.6,8000,elephant_vocalization,trumpet,3,Chris,Giot,Angon3_Eloc_20211005_123557.wav
11,Spectrogram 1,1,2991.47203,2996.522792,21.2,113,elephant_vocalization,rumble,3,Agustin,Giot,Angon3_Eloc_20211005_123557.wav
12,Spectrogram 1,1,2995.528423,2996.333389,41.5,8000,elephant_vocalization,trumpet,3,"Chris, calling his mom, Agustin",Giot,Angon3_Eloc_20211005_123557.wav
13,Spectrogram 1,1,3006.308645,3007.145177,39.1,8000,elephant_vocalization,trumpet,3,"Chris, calling his mom, Agustin",Giot,Angon3_Eloc_20211005_123557.wav
14,Spectrogram 1,1,3023.307618,3023.954747,32.6,2852.2,elephant_vocalization,trumpet,3,"Chris, calling his mom, Agustin",Giot,Angon3_Eloc_20211005_123557.wav
15,Spectrogram 1,1,3024.949116,3025.990836,37.7,8000,elephant_vocalization,trumpet,3,"Chris, calling his mom, Agustin",Giot,Angon3_Eloc_20211005_123557.wav
16,Spectrogram 1,1,3045.909781,3046.777881,39.7,8000,elephant_vocalization,trumpet,3,"Chris, calling his mom, Agustin",Giot,Angon3_Eloc_20211005_123557.wav
17,Spectrogram 1,1,3067.391306,3068.14892,51.6,8000,elephant_vocalization,trumpet,3,"Chris, calling his mom, Agustin",Giot,Angon3_Eloc_20211005_123557.wav
18,Spectrogram 1,1,3070.169225,3070.911056,53.3,8000,elephant_vocalization,trumpet,3,"Chris, calling his mom, Agustin",Giot,Angon3_Eloc_20211005_123557.wav
19,Spectrogram 1,1,3073.136548,3074.146701,46.1,8000,elephant_vocalization,trumpet,3,"Chris, calling his mom, Agustin",Giot,Angon3_Eloc_20211005_123557.wav
20,Spectrogram 1,1,3093.229113,3093.970944,33.7,8000,elephant_vocalization,trumpet,3,"Chris, calling his mom, Agustin",Giot,Angon3_Eloc_20211005_123557.wav
21,Spectrogram 1,1,3097.08032,3097.806367,42.5,8000,elephant_vocalization,trumpet,3,"Chris, calling his mom, Agustin",Giot,Angon3_Eloc_20211005_123557.wav
22,Spectrogram 1,1,3098.627116,3099.305812,31.7,8000,elephant_vocalization,trumpet,3,"Chris, calling his mom, Agustin",Giot,Angon3_Eloc_20211005_123557.wav
23,Spectrogram 1,1,3116.76251,3117.567476,16.1,8000,elephant_vocalization,trumpet,3,"Chris, calling his mom, Agustin",Giot,Angon3_Eloc_20211005_123557.wav
24,Spectrogram 1,1,3118.277739,3119.145839,48.4,8000,elephant_vocalization,trumpet,3,"Chris, calling his mom, Agustin",Giot,Angon3_Eloc_20211005_123557.wav
25,Spectrogram 1,1,3123.40742,3124.228169,33.8,8000,elephant_vocalization,trumpet,3,"Chris, calling his mom, Agustin",Giot,Angon3_Eloc_20211005_123557.wav
26,Spectrogram 1,1,3133.856238,3134.81904,45.3,8000,elephant_vocalization,trumpet,3,"Chris, calling his mom, Agustin",Giot,Angon3_Eloc_20211005_123557.wav
27,Spectrogram 1,1,3142.316265,3142.994962,0,7217.4,elephant_vocalization,trumpet,3,"Chris, calling his mom, Agustin",Giot,Angon3_Eloc_20211005_123557.wav
28,Spectrogram 1,1,3146.498928,3147.587999,0,8000,elephant_vocalization,trumpet,3,"Chris, calling his mom, Agustin",Giot,Angon3_Eloc_20211005_123557.wav
29,Spectrogram 1,1,3154.50123,3155.227277,40.2,8000,elephant_vocalization,trumpet,3,"Chris, calling his mom, Agustin",Giot,Angon3_Eloc_20211005_123557.wav
30,Spectrogram 1,1,3182.817068,3183.716735,48.4,8000,elephant_vocalization,trumpet,3,"Chris, calling his mom, Agustin",Giot,Angon3_Eloc_20211005_123557.wav
31,Spectrogram 1,1,3184.505917,3188.357124,22.8,206.5,elephant_vocalization,rumble,3,"Agustin, communicate with her son",Giot,Angon3_Eloc_20211005_123557.wav
32,Spectrogram 1,1,3260.819784,3261.687884,43.5,8000,elephant_vocalization,trumpet,3,"Chris, calling his mom, Agustin",Giot,Angon3_Eloc_20211005_123557.wav
33,Spectrogram 1,1,3262.429714,3263.23468,47.8,8000,elephant_vocalization,trumpet,3,"Chris, calling his mom, Agustin",Giot,Angon3_Eloc_20211005_123557.wav
34,Spectrogram 1,1,3295.433291,3296.364526,40,8000,elephant_vocalization,trumpet,3,"Chris, calling his mom, Agustin",Giot,Angon3_Eloc_20211005_123557.wav
35,Spectrogram 1,1,3344.283636,3345.009683,27.7,8000,elephant_vocalization,trumpet,3,"Chris, calling his mom, Agustin",Giot,Angon3_Eloc_20211005_123557.wav
36,Spectrogram 1,1,3365.607325,3366.380723,41.5,8000,elephant_vocalization,trumpet,3,"Chris, calling his mom, Agustin",Giot,Angon3_Eloc_20211005_123557.wav
37,Spectrogram 1,1,3415.294202,3416.051817,115.3,8000,elephant_vocalization,trumpet,3,"Chris, calling his mom, Agustin",Giot,Angon3_Eloc_20211005_123557.wav
38,Spectrogram 1,1,3417.63018,3418.466713,0,7878.3,elephant_vocalization,trumpet,3,"Chris, calling his mom, Agustin",Giot,Angon3_Eloc_20211005_123557.wav
39,Spectrogram 1,1,3418.892871,3419.76097,0,8000,elephant_vocalization,trumpet,3,"Chris, calling his mom, Agustin",Giot,Angon3_Eloc_20211005_123557.wav
40,Spectrogram 1,1,3482.01162,3489.998138,20.1,154.5,elephant_vocalization,rumble,3,"Agustin, communicate with her son",Giot,Angon3_Eloc_20211005_123557.wav
41,Spectrogram 1,1,3499.152646,3505.623935,26.1,180.4,elephant_vocalization,rumble,3,"Agustin, communicate with her son",Giot,Angon3_Eloc_20211005_123557.wav
42,Spectrogram 1,1,3501.930565,3507.912562,19.6,161.4,elephant_vocalization,rumble,3,"Agustin,, communicate with her son",Giot,Angon3_Eloc_20211005_123557.wav
1,Spectrogram 1,1,339.8272719,340.4076291,22.3,2121.32,elephant_sound,unidentified,1,,Giot,Angon3_Eloc_20211005_133557.wav
2,Spectrogram 1,1,1049.674745,1054.69394,24.6,163.6,elephant_vocalization,rumble,3,Agustin,Giot,Angon3_Eloc_20211005_133557.wav
3,Spectrogram 1,1,1112.698792,1118.081011,23.1,204.3,elephant_vocalization,rumble,3,Agustin,Giot,Angon3_Eloc_20211005_133557.wav
4,Spectrogram 1,1,1168.541287,1172.866002,21.5,165.5,elephant_vocalization,rumble,3,Agustin,Giot,Angon3_Eloc_20211005_133557.wav
5,Spectrogram 1,1,1286.587079,1290.28045,21.5,164.1,elephant_vocalization,rumble,3,Agustin,Giot,Angon3_Eloc_20211005_133557.wav
6,Spectrogram 1,1,1495.451898,1498.829596,21.5,165.2,elephant_vocalization,rumble,3,Agustin,Giot,Angon3_Eloc_20211005_133557.wav
7,Spectrogram 1,1,1934.363171,1935.373324,221.7,1406.1,elephant_sound,unidentified,1,maybe Boni or another elephant,Giot,Angon3_Eloc_20211005_133557.wav
8,Spectrogram 1,1,2625.339067,2630.894906,22.8,144.6,elephant_vocalization,rumble,2,Agustin,Giot,Angon3_Eloc_20211005_133557.wav
9,Spectrogram 1,1,3430.146525,3435.370908,28.4,179.9,elephant_vocalization,rumble,3,Agustin,Giot,Angon3_Eloc_20211005_133557.wav
10,Spectrogram 1,1,3483.937148,3494.07024,27.7,164.1,elephant_vocalization,rumble,3,Agustin,Giot,Angon3_Eloc_20211005_133557.wav
11,Spectrogram 1,1,3453.727273,3462.802863,27.7,160.9,elephant_vocalization,rumble,2,,Giot,Angon3_Eloc_20211005_133557.wav
12,Spectrogram 1,1,3516.372514,3526.69501,27.7,116.3,elephant_vocalization,rumble,2,,Giot,Angon3_Eloc_20211005_133557.wav
13,Spectrogram 1,1,3586.814869,3593.822802,26.1,132.6,elephant_vocalization,rumble,3,Agustin,Giot,Angon3_Eloc_20211005_133557.wav
14,Spectrogram 1,1,3544.48019,3554.346261,26.132,166.785,elephant_vocalization,rumble,3,Agustin,Giot,Angon3_Eloc_20211005_133557.wav
1,Spectrogram 1,1,1387.002554,1390.695924,21.5,189.8,elephant_vocalization,rumble,3,maybe Agustin,Giot,Angon3_Eloc_20211005_143558.wav
2,Spectrogram 1,1,1677.168868,1677.847564,24.6,8000,elephant_sound,unidentified,3,,Giot,Angon3_Eloc_20211005_143558.wav
3,Spectrogram 1,1,1879.152022,1879.862286,39.1,7673.6,elephant_vocalization,trumpet,3,but dont know from which elephant (maybe Berti),Giot,Angon3_Eloc_20211005_143558.wav
4,Spectrogram 1,1,2919.403938,2924.80194,17.4,142.9,elephant_vocalization,rumble,3,Yuni,Giot,Angon3_Eloc_20211005_143558.wav
5,Spectrogram 1,1,2980.071688,2982.058295,18.062,124.512,elephant_vocalization,rumble,3,"Agustin (at the forest, when mahout told to sit",Giot,Angon3_Eloc_20211005_143558.wav
6,Spectrogram 1,1,2993.464545,2995.607402,18.478,129.508,elephant_vocalization,rumble,3,"Agustin (at the forest, when mahout told to sit",Giot,Angon3_Eloc_20211005_143558.wav
1,Spectrogram 1,1,13.54235732,14.12635175,0,5063.3,elephant_vocalization,trumpet,3,Agustin,Giot,Angon3_Eloc_20211005_163558.wav
2,Spectrogram 1,1,93.557486,97.62966337,20.4,110.3,elephant_vocalization,rumble,3,maybe Agustin,Giot,Angon3_Eloc_20211005_163558.wav
3,Spectrogram 1,1,331.6362155,335.0296966,12,179.3,elephant_vocalization,rumble,3,,Giot,Angon3_Eloc_20211005_163558.wav
1,Spectrogram 1,1,784.5728432,786.2616919,184.5,7756.5,elephant_vocalization,roar,3,"Chris, from far away, afraid",Giot,Angon4_Eloc_20211007_091740.wav
2,Spectrogram 1,1,790.5390565,792.070069,208.7,2147.8,elephant_vocalization,roar,3,"Chris, from far away, afraid",Giot,Angon4_Eloc_20211007_091740.wav
3,Spectrogram 1,1,1069.23067,1069.830448,0,8000,elephant_sound,snort,3,Berti,Giot,Angon4_Eloc_20211007_091740.wav
4,Spectrogram 1,1,1114.056188,1116.455301,208.7,1547.8,elephant_vocalization,roar,3,"Chris, from far away, afraid",Giot,Angon4_Eloc_20211007_091740.wav
5,Spectrogram 1,1,3595.448536,3598.447426,18.8,103.3,elephant_vocalization,rumble,3,"Olive, to the forest",Giot,Angon4_Eloc_20211007_091740.wav
6,Spectrogram 1,1,3573.57304,3576.035286,18.1,125.7,elephant_vocalization,rumble,3,"Olive, to the forest",Giot,Angon4_Eloc_20211007_091740.wav
7,Spectrogram 1,1,3581.433289,3584.226992,21.1,99.9,elephant_vocalization,rumble,3,"Olive, to the forest",Giot,Angon4_Eloc_20211007_091740.wav
1,Spectrogram 1,1,142.9839237,147.5453937,17.4,164.9,elephant_vocalization,rumble,3,"Olive, communicate with her child",Giot,Angon4_Eloc_20211007_101740.wav
2,Spectrogram 1,1,169.0900531,172.7992069,17.1,287,elephant_vocalization,rumble,3,"Olive, communicate with her child",Giot,Angon4_Eloc_20211007_101740.wav
3,Spectrogram 1,1,209.7802595,212.0688864,15.4,136,elephant_vocalization,rumble,3,"Olive, communicate with her child",Giot,Angon4_Eloc_20211007_101740.wav
4,Spectrogram 1,1,327.1315726,329.8147903,18.4,255.9,elephant_vocalization,rumble,3,"Olive, communicate with her child",Giot,Angon4_Eloc_20211007_101740.wav
5,Spectrogram 1,1,357.799172,365.8646086,18.5,202.7,elephant_vocalization,rumble,3,"Olive, communicate with her child",Giot,Angon4_Eloc_20211007_101740.wav
6,Spectrogram 1,1,382.974067,384.9470212,15.8,206,elephant_vocalization,rumble,3,"Olive, communicate with her child",Giot,Angon4_Eloc_20211007_101740.wav
7,Spectrogram 1,1,438.706076,441.5786972,15.8,181,elephant_vocalization,rumble,3,"Olive, communicate with her child",Giot,Angon4_Eloc_20211007_101740.wav
8,Spectrogram 1,1,1501.62329,1507.526369,24.2,94.5,elephant_vocalization,rumble,3,"Olive, communicate with her child",Giot,Angon4_Eloc_20211007_101740.wav
9,Spectrogram 1,1,1537.641575,1542.723904,23.4,114.7,elephant_vocalization,rumble,3,"Olive, communicate with her child",Giot,Angon4_Eloc_20211007_101740.wav
10,Spectrogram 1,1,2120.294399,2129.085883,19.6,91.3,elephant_vocalization,rumble,3,"Olive, communicate with her child",Giot,Angon4_Eloc_20211007_101740.wav
11,Spectrogram 1,1,2163.115396,2166.556228,17.4,166.8,elephant_vocalization,rumble,3,"Olive, communicate with her child/others elephant",Giot,Angon4_Eloc_20211007_101740.wav
12,Spectrogram 1,1,3589.862167,3591.848774,19.983,122.975,elephant_vocalization,rumble,3,don't know which elephant,Giot,Angon4_Eloc_20211007_101740.wav
13,Spectrogram 1,1,2184.241764,2189.732835,23.188,119.488,elephant_vocalization,rumble,3,maybe Olive/Agustin,Giot,Angon4_Eloc_20211007_101740.wav
15,Spectrogram 1,1,2106.362301,2114.810961,21.739,88.043,elephant_vocalization,rumble,3,Olive,Giot,Angon4_Eloc_20211007_101740.wav
1,Spectrogram 1,1,3503.983505,3504.283394,0,1789.3,elephant_vocalization,trumpet,3,don't know which elephants,Giot,Angon4_Eloc_20211007_121740.wav
1,Spectrogram 1,1,59.2675428,59.97780629,8.7,3873.7,elephant_vocalization,trumpet,2,maybe Berti (memanggil atau tanda dia disitu),Giot,Angon4_Eloc_20211007_131741.wav
2,Spectrogram 1,1,2732.209946,2736.329475,13.1,140.7,elephant_vocalization,rumble,3,,Giot,Angon4_Eloc_20211007_131741.wav
3,Spectrogram 1,1,2676.351668,2678.498242,11.5,136,elephant_vocalization,rumble,3,,Giot,Angon4_Eloc_20211007_131741.wav
4,Spectrogram 1,1,2697.848977,2702.741903,13.8,203.7,elephant_vocalization,rumble,3,Olive/Berti,Giot,Angon4_Eloc_20211007_131741.wav
1,Spectrogram 1,1,813.2517044,814.7037986,292.1,8000,elephant_vocalization,roar,3,Chris,Giot,Angon4_Eloc_20211007_141741.wav
2,Spectrogram 1,1,829.0353376,830.3611628,0,8000,elephant_vocalization,trumpet,3,"Agustin, memanggil anaknya, bisa juga marah",Giot,Angon4_Eloc_20211007_141741.wav
3,Spectrogram 1,1,852.0163076,852.8212729,0,8000,elephant_vocalization,trumpet,3,maybe Agustin,Giot,Angon4_Eloc_20211007_141741.wav
4,Spectrogram 1,1,833.1390823,837.8268213,20.1,121.7,elephant_vocalization,rumble,3,"Agustin, memanggil anaknya",Giot,Angon4_Eloc_20211007_141741.wav
5,Spectrogram 1,1,841.8042969,846.4762523,16.8,131.5,elephant_vocalization,rumble,3,"Agustin, memanggil anaknya",Giot,Angon4_Eloc_20211007_141741.wav
6,Spectrogram 1,1,856.6093449,859.0400244,22.6,106.2,elephant_vocalization,rumble,3,"Agustin, memanggil anaknya",Giot,Angon4_Eloc_20211007_141741.wav
7,Spectrogram 1,1,872.7560017,878.122437,19.2,101.5,elephant_vocalization,rumble,3,"Agustin, memanggil anaknya",Giot,Angon4_Eloc_20211007_141741.wav
8,Spectrogram 1,1,895.9263753,899.3356401,20,110.7,elephant_vocalization,rumble,3,"Agustin, memanggil anaknya",Giot,Angon4_Eloc_20211007_141741.wav
9,Spectrogram 1,1,919.6176077,924.9682593,21.2,123.4,elephant_vocalization,rumble,3,"Agustin, memanggil anaknya",Giot,Angon4_Eloc_20211007_141741.wav
10,Spectrogram 1,1,934.2016848,939.9469273,17.4,181,elephant_vocalization,rumble,3,"Agustin, komunikasi dengan anaknya, biar dia tahu posisi anaknya dimana",Giot,Angon4_Eloc_20211007_141741.wav
11,Spectrogram 1,1,953.9154427,960.3867323,13.8,180.6,elephant_vocalization,rumble,3,"Agustin, komunikasi dengan anaknya, biar dia tahu posisi anaknya dimana",Giot,Angon4_Eloc_20211007_141741.wav
12,Spectrogram 1,1,971.84565,979.2639577,16.1,180.6,elephant_vocalization,rumble,3,"Agustin, komunikasi dengan anaknya, biar dia tahu posisi anaknya dimana",Giot,Angon4_Eloc_20211007_141741.wav
13,Spectrogram 1,1,1006.190836,1013.956384,16.9,175.2,elephant_vocalization,rumble,3,"Agustin, komunikasi dengan anaknya, biar dia tahu posisi anaknya dimana",Giot,Angon4_Eloc_20211007_141741.wav
